title,provider,summary
Weekly Stock List,provide,"The Technology sector has led the market recovery from the COVID-19 depths of March 2020. Through November 20, the sector was up 31% for the year, compared to a 10% gain for the S&P 500. The Tech sector is the largest in the U.S. market and now accounts for more than 27% of the S&P 500. Over the long term, we expect the Tech sector to benefit from pervasive digitization across the economy, greater acceptance of transformative technologies, and the development of the Internet of Things (IoT): Healthy company and sector fundamentals are also positive. For individual companies, these include high cash levels, low debt, and broad international business exposure. We have an Over-Weight ranking on the Tech sector and think investors should look to allocate up to 30% of their diversified portfolios to the group. Here is how we use our Tech sector ideas from our analysts in our Focus List and Model Portfolios."
Technical Assessment: Bullish in the Intermediate-Term,provide,"It has been a November to remember, so far. Since the October 30 close, the S&P 500 has advanced 9.3% in just a handful of trading days. That can often be a harbinger of better days to come in the market -- particularly when short and furious rallies occur in the final quarter."
Weekly Stock List,provide,"Sustainable Impact Investing is gaining traction not only with Argus Research clients, but also with the global investment community. In January, BlackRock CEO Lawrence Fink, who oversees approximately $7 trillion in assets, announced that his firm would be investing in companies that are making progress on sustainability. Mr. Fink's new focus follows rapid growth in sustainable assets in recent years. According to Opimas, a management consultancy focused on global capital markets, global assets under management in ESG strategies had grown to $40.5 trillion in 2020, doubling in four years and tripling in eight years. There were almost 400 ESG strategies launched in the Morningstar investment universe in 2019, compared with around 160 launches in 2016.  The UN Principles for Responsible Investing -- to which Argus Research is a signatory -- now represents more than 1,750 signatories with assets of US $80 trillion, according to Barron's. As assets have flowed in, SRI investing has evolved over the past 40 years.  Now, instead of merely identifying industries to avoid, the discipline promotes ""sustainable"" business practices across all businesses that can have an ""impact"" on global issues such as workers' rights, poverty, hunger and the climate. Based on numerous requests from clients, we have compiled a list of companies followed by Argus Research that are in position to have this type of ""sustainable impact"" on the environment, workplace and community.  These firms have exemplary records not only in delivering on the bottom line, but also in improving the environment, contributing to community relations, and showing respect for their employees. We derived our list by identifying companies that are either BUY-rated or HOLD-rated by Argus analysts, and also score highly on ESG (Environmental, Social and Governance) criteria established by the JUST Capital Foundation. JUST Capital utilizes a combination of polling, data-driven research, and strategic engagement to shift behaviors and activities in corporate America and the financial markets. JUST Capital's mission is to drive measurable corporate change to create a stakeholder-centric, inclusive form of capitalism that reflects the priorities of the American public.  JUST ranks the Russell 1000 on these criteria against a scale of 1-100. Here are the companies in the Argus Universe that score highest on the scale.  All are rated BUY at Argus."
Analyst Report: Apple Inc,provide,"Apple manufactures Smartphones, tablets, PCs, software and peripherals for a worldwide customer base. Its products include Mac desktop and mobile PCs, iPhone, iPad, Apple Watch, and various consumer products, including AirPods, Beats headphones and Apple TV. Apple services include App Store, iTunes, iCloud, Apple TV+, Apple Arcade, Apple Music, Apple Pay, and more."
Market Update:  TROW,provide,"Stocks fell sharply on Friday morning, led by selloffs in the Technology and Consumer Discretionary sectors. Apple shares fell 5%, despite above-consensus earnings, on concerns about weak iPhone sales and declining revenue in China. The company also declined to provide guidance for the current fiscal first quarter. Amazon also posted strong 3Q results but provided disappointing 4Q earnings guidance, sending the shares down about 4%. The Dow fell 1.5%, the S&P 1.8%, and the Nasdaq 2.7%. Crude oil fell to $35.50 per barrel, while gold rose $12 to $1880 per ounce."
Analyst Report: Apple Inc,provide,"Apple manufactures Smartphones, tablets, PCs, software and peripherals for a worldwide customer base. Its products include Mac desktop and mobile PCs, iPhone, iPad, Apple Watch, and various consumer products, including AirPods, Beats headphones and Apple TV. Apple services include App Store, iTunes, iCloud, Apple TV+, Apple Arcade, Apple Music, Apple Pay, and more."
"Market Digest: AAPL, C, ECL, FTV",provide,"The stock market closed on October 9 with a winning session, ending its best week in three months. With a close at 3,477, the S&P 500 pulled within 3% of its all-time high of 3,588 from 9/2/20, and the index moved higher still on October 12. The September sell-off -- which resulted in a near-correction (defined as down 10%) for the broad market and full corrections for leading Technology names -- cleared away some (only some) of the excessive optimism. It also partly (only partly) restored some sector balance; two of the best sectors in 4Q20-to-date have been out of favor all year."
Analyst Report: Apple Inc,provide,"Apple manufactures Smartphones, tablets, PCs, software and peripherals for a worldwide customer base. Its products include Mac desktop and mobile PCs, iPhone, iPad, Apple Watch, and various consumer products, including AirPods, Beats headphones and Apple TV. Apple services include App Store, iTunes, iCloud, Apple TV+, Apple Arcade, Apple Music, Apple Pay, and more."
"Market Digest: AAPL, C, ECL, FTV",provide,"The stock market closed on October 9 with a winning session, ending its best week in three months. With a close at 3,477, the S&P 500 pulled within 3% of its all-time high of 3,588 from 9/2/20, and the index moved higher still on October 12. The September sell-off -- which resulted in a near-correction (defined as down 10%) for the broad market and full corrections for leading Technology names -- cleared away some (only some) of the excessive optimism. It also partly (only partly) restored some sector balance; two of the best sectors in 4Q20-to-date have been out of favor all year."
Daily Spotlight: Final 2Q GDP Reading: -31.4%,provide,"The U.S. Department of Commerce announced that its ""third"" estimate for 2Q20 GDP growth was a rate of -31.4%. This was in line with the previous estimates and with the consensus outlook. The GDP report also includes an inflation gauge, the PCE price index. This index, excluding food and energy, decreased at a deflationary 0.8% pace, well below the Federal Reserve's inflation target of 2.0%. This second quarter should be the bottom, and GDP reports going forward should signal recovery and ultimately growth. But there's a deep hole out of which the economy must climb. Personal Consumption Expenditures, which are the core of the economy, declined at a 33% rate in the quarter, including a 42% drop in spending on services. Domestic investment fell at a 47% rate, including 36% declines in both residential investment and investment into industrial equipment.  (Even investment into Intellectual Products, such as software and entertainment declined 11%.)  The one growth area was federal government spending, which rose at a 16% rate. That support may be fleeting if Congress is unable to reach another bipartisan rescue package."
The Argus Dividend Growth Portfolio,provide,"Often overlooked amid the market's gyrations, dividend income is an important element of total return. Consider recent results: in 2015, the S&P 500 delivered a total return of 1.4%, including dividends -- but excluding dividends, the market was down 0.7%. Capital gains were a bit easier to achieve in 2016-17, though we note that dividend payments still contributed about 15%-20% of total return for investors. And dividend payments softened the blow in 2018, when most market indices declined as the Federal Reserve hiked rates. Between 1930 and 2012, dividend income accounted for 42% of total return of the S&P 500, according to Morgan Stanley. Not all dividends are created equal, though, and it is important to understand the difference between high-yield stocks and dividend-growth stocks, particularly in a slow-growth or recessionary economic environment."
Analyst Report: Apple Inc,provide,"Apple manufactures Smartphones, tablets, PCs, software and peripherals for a worldwide customer base. Its products include Mac desktop and mobile PCs, iPhone, iPad, Apple Watch, and various consumer products, including AirPods, Beats headphones and Apple TV. Apple services include App Store, iTunes, iCloud, Apple TV+, Apple Arcade, Apple Music, Apple Pay, and more."
"Market Digest: AAPL, CBRL, AVB",provide,"The market has generally skidded lower over trading days spanning two weeks. Is this a healthy correction of an overbought market, or a sign of further market distress to come? We won't know right away -- but, so far, the stock market mainly has unwound much of its August run-up. "
The Argus Dividend Growth Portfolio,provide,"Often overlooked amid the market's gyrations, dividend income is an important element of total return. Consider recent results: in 2015, the S&P 500 delivered a total return of 1.4%, including dividends -- but excluding dividends, the market was down 0.7%. Capital gains were a bit easier to achieve in 2016-17, though we note that dividend payments still contributed about 15%-20% of total return for investors. And dividend payments softened the blow in 2018, when most market indices declined as the Federal Reserve hiked rates. Between 1930 and 2012, dividend income accounted for 42% of total return of the S&P 500, according to Morgan Stanley. Not all dividends are created equal, though, and it is important to understand the difference between high-yield stocks and dividend-growth stocks, particularly in a slow-growth or recessionary economic environment."
Analyst Report: Apple Inc,provide,"Apple manufactures Smartphones, tablets, PCs, software and peripherals for a worldwide customer base. Its products include Mac desktop and mobile PCs, iPhone, iPad, Apple Watch, and various consumer products, including AirPods, Beats headphones and Apple TV. Apple services include App Store, iTunes, iCloud, Apple TV+, Apple Arcade, Apple Music, Apple Pay, and more."
Weekly Stock List,provide,"This is among our most important themes for 2020, and stretches across industries. We think companies that raise their dividends consistently at a double-digit rate are delivering three important signals amid all the recent market volatility:  1) the company's balance sheet is strong enough to pay a dividend; 2) management is focused on providing shareholder returns; and 3) management is confident enough in the near-term outlook to raise the payout aggressively. This third factor is especially important as the pandemic upends the nation's recent record of long-term economic growth.  Here are 13 stocks that meet our double-digit dividend test and are on the Argus BUY List.  They are also new holdings in our Dividend Growth Separately Managed Account and in the Dividend Growers Total Return Trust, sponsored by SmartTrust."
Market Digest:  FSLR,provide,"Stocks rose on Friday, finishing off a strong week that saw major indexes climb higher. Riskier equities outperformed blue chips, a trend that was commonplace during the early weeks of the recovery. On Friday, the Dow Jones Industrial Average gained 162 points, or 0.6%. The S&P 500 was up 0.7% and the Nasdaq Composite was up 0.6%. For the full week, the Dow was up 2.6%, the S&P 500 was up 3.3% and the Nasdaq gained 3.4%. Year-to-date, the DJIA crossed into positive territory this week, and is up 0.4%, the S&P is up 8.6%, and the Nasdaq is up 30.4%. Over the past 52 weeks, the Dow is up 8.5%, the S&P 500 is up 19.9%, and the Nasdaq is up 46.9%. "
Analyst Report: Apple Inc,provide,"Apple manufactures Smartphones, tablets, PCs, software and peripherals for a worldwide customer base. Its products include Mac desktop and mobile PCs, iPhone, iPad, Apple Watch, and various consumer products, including AirPods, Beats headphones and Apple TV. Apple services include App Store, iTunes, iCloud, Apple TV+, Apple Arcade, Apple Music, Apple Pay, and more."
The Argus ESG Model Portfolio,provide,"Sustainable Impact Investing is gaining traction with the global investment community. In January, BlackRock CEO Lawrence Fink, who oversees approximately $7 trillion in assets, announced that his firm would be investing in companies that are making progress on sustainability. Mr. Fink's new focus follows rapid growth in sustainable assets in recent years. According to Opimas, a management consultancy focused on global capital markets, global assets under management in ESG strategies had grown to $40.5 trillion in 2020, doubling in four years and tripling in eight years. As assets have flowed in over the past 40 years, Sustainable Impact Investing has evolved. The discipline, originally known as Socially Responsible Investing, focused at first on excluding companies for various reasons. Now, the discipline promotes ""sustainable"" business practices across all industries that can have an ""impact"" on global issues."
Analyst Report: Apple Inc,provide,"Apple manufactures Smartphones, tablets, PCs, software and peripherals for a worldwide customer base. Its products include Mac desktop and mobile PCs, iPhone, iPad, Apple Watch, and various consumer products, including AirPods, Beats headphones and Apple TV. Apple services include App Store, iTunes, iCloud, Apple TV+, Apple Arcade, Apple Music, Apple Pay, and more."
Market Update:  MAS,provide,"Stocks were mixed on Friday morning as investors weighed strong earnings reports from major technology companies and positive consumer spending data. The Commerce Department said that U.S. consumer spending rose 5.6% in June, down from 8.5% in May, but above the Reuters consensus forecast of 5.5% growth. The Dow fell 0.5%, the S&P fell 0.1%, and the Nasdaq rose 0.7%. Crude oil rose slightly to $40 per barrel, while gold jumped $28 to $1970 per ounce."
The Argus Innovation Model Portfolio,provide,"Innovation may be hard to define but, to borrow from former U.S. Supreme Court Justice Potter Stewart, you know it when you see it. The United States economy is full of innovation. It has to be. Manufacturing industries that dominated the economy decades ago - textiles, televisions, even automobiles, to a large degree - have moved overseas, where costs are lower. Yet the U.S. economy, prior to the pandemic, had expanded to record levels. And now the U.S. Healthcare industry is mobilizing to improve COVID-19 testing, treatments and, ultimately, a vaccine. If U.S. corporations weren't innovating, creating new products and services and moving into new markets and applications, the domestic economy would not have recently completed a 10-year expansion phase before the coronavirus hit, and capital would not be flooding into the country. A couple of statistics should help illustrate our point. Consider that U.S. GDP was approximately $1 trillion in 1930 but nearly $22 trillion in 2019. That's growth of 22-times. Meanwhile, the U.S. population has grown less than 3-times during that time span, to 320 million from 120 million. The delta between GDP growth and population growth has been driven in large part by innovation. In addition, the value of listed corporations on U.S. stock exchanges at the end of 2018 was approximately $32 trillion, representing 41% of global equity market capitalization, while U.S. GDP represented only 25% of global GDP."
The Argus Millennial Generation Model Portfolio,provide,"We have published our latest version of the Argus Millennial Generation portfolio. This new generation of consumers - the Millennials - has recently become the largest demographic cohort in the country, and this group, with new lifestyle preferences and different career goals, is demanding a new menu of sustainable products and services. The intersection of important Millennial trends - sustainability, healthier living, an entrepreneurial spirit - has resulted in the emergence and growth of numerous companies well suited to the new generation. Many of these companies are expected to be future industry leaders and are included in the dynamic Argus Universe of Coverage. A diversified portfolio, of course, is more than just a list of companies linked to themes. To build the Argus Millennial Generation Portfolio, we applied financial concepts such as industry diversification, income generation, risk reduction and growth at a reasonable price."
Daily Spotlight: Economic Data Hits the Tape,provide,"Investors had numerous economic reports to digest this morning before the market opened. The US Department of Commerce announced that its ""third"" estimate for 1Q20 GDP growth was a rate of -5.0%.  This was in line with the previous estimates and with the consensus outlook. The GDP report also includes an inflation gauge, the PCE price index. This index, excluding food and energy, increased at a 1.7% pace -- below the Federal Reserve's inflation target of 2.0%. Remember, these readings were for the first quarter; they will get worse in the second quarter. Still, the second quarter should be the bottom. This morning's Durable Goods report indicated an increase in spending on Durable Goods by 15.8% in May versus a decline of 17.7% in April. The Commerce Department also reported that the trade deficit in goods widened in May (bad for 2Q GDP) and that wholesale inventories declined (good for 3Q GDP, as inventories are replenished).  The U.S. Department of Labor reported that another 1.48 million people filed initial unemployment claims.  While still high, the readings have been declining from week to week.  Even so, the continuing claims number remained above 20 million. This typically has been a close approximation to the unemployment rate, which is likely to be at least 13% when reported next week."
Analyst Report: Apple Inc,provide,"Apple manufactures Smartphones, tablets, PCs, software and peripherals for a worldwide customer base. Its products include Mac desktop and mobile PCs, iPhone, iPad, Apple Watch, and various consumer products, including AirPods, Beats headphones and Apple TV. Apple services include App Store, iTunes, iCloud, Apple TV+, Apple Arcade, Apple Music, Apple Pay, and more."
"Market Update: AAPL, VNO, MAN, XEL",provide,"Stocks rose on Tuesday morning amid improved business activity and housing market data, along with reassurances from President Trump that the U.S.-China trade deal was 'fully intact.' The president's comments came after White House trade adviser Peter Navarro suggested in a television interview that the deal was 'over.' Mr. Navarro said that his comments were taken 'wildly out of context.' On the housing front, the Commerce Department said that U.S. new home sales rose 16.6% to a seasonally adjusted annual rate of 676,000 units in May, above the Reuters consensus forecast of 640,000. The Dow rose 0.9%, the S&P 1.0%, and the Nasdaq 1.3%. Crude oil traded near $41 per barrel, while gold rose $18 to $1784 per ounce."
Analyst Report: Apple Inc,provide,"Apple manufactures Smartphones, tablets, PCs, software and peripherals for a worldwide customer base. Its products include Mac desktop and mobile PCs, iPhone, iPad, Apple Watch, and various consumer products, including AirPods, Beats headphones and Apple TV. Apple services include App Store, iTunes, iCloud, Apple TV+, Apple Arcade, Apple Music, Apple Pay, and more."
Technical Assessment: Bullish in the Intermediate-Term,provide,"When the pandemic hit, people waited for things to get back to normal. Now we realize that what lies ahead is a new normal, not the old normal. Investors also are living within a new normal, and the chief characteristic is volatility."
Weekly Stock List,provide,"The Technology sector has led the market recovery from the COVID-19 depths of late March.  Through April 30, the sector was flat for the year, compared to a 10% decline for the S&P 500. The sector is the largest in the U.S. market and now accounts for almost 26% of the S&P 500.  Over the long term, we expect the Tech sector to benefit from pervasive digitization across the economy, greater acceptance of transformative technologies, and the development of the Internet of Things (IoT). Healthy company and sector fundamentals are also positive. For individual companies, these include high cash levels, low debt, and broad international business exposure. We have an Over-Weight rating on the Tech sector and think investors should look to allocate up to 30% of their diversified portfolios to the group.  Here is how we use our analysts' Tech sector ideas in our Focus List and Model Portfolios."
"Market Update: AAPL, IQV, MSFT, NOK, PFE, TSLA, V, BA, IPG, LEN, RJF",provide,"Stocks fell sharply on Friday morning after President Trump threatened to impose new tariffs on China for its handling of the coronavirus crisis. Manufacturing data was also weak. The Institute for Supply Management said that its factory index fell to 41.5 in April, the lowest level since April 2009, from 49.1 in March. Amazon shares fell more than 7% after the company warned that it could post a quarterly loss due to high expenses related to the pandemic. The S&P fell 2.8%, the Dow 2.4%, and the Nasdaq 3.1%. Crude oil rose slightly to $19 per barrel, while gold rose $14 to $1708 per ounce."
Analyst Report: Apple Inc,provide,"Apple manufactures Smartphones, tablets, PCs, software and peripherals for a worldwide customer base. Its products include Mac desktop and mobile PCs, iPhone, iPad, Apple Watch, and various consumer products, including AirPods, Beats headphones and Apple TV. Apple services include App Store, iTunes, iCloud, Apple TV+, Apple Arcade, Apple Music, Apple Pay, and more."
Technical Assessment: Bearish in the Intermediate-Term,provide,"During the trading week ended 4/17/20, the stock market balanced horrific economic news (weekly unemployment claims, retail sales, industrial production) with hopeful medical news (positive results for GILD's remedesivir) and the government's three-stage plan to reopen the economy. Although the week was positive for stocks, investors are now realizing that the damage to the economy is extensive and will possibly take years to remediate."
Analyst Report: Apple Inc,provide,"Apple manufactures Smartphones, tablets, PCs, software and peripherals for a worldwide customer base. Its products include Mac desktop and mobile PCs, iPhone, iPad, Apple Watch, and various consumer products, including AirPods, Beats headphones and Apple TV. Apple services include App Store, iTunes, iCloud, Apple TV+, Apple Arcade, Apple Music, Apple Pay, and more."
"Market Update: ACC, AAPL, GOLD, BLK, CVS",provide,"President Trump is preparing to announce new federal guidelines for reopening the pandemic-battered economy. Meanwhile, an additional 5.2 million people filed for unemployment benefits last week, bringing the total number to 22 million over just the past four weeks. Industries trading higher today include Multiline Retail, Biotechnology, and Internet & Direct Marketing Retail. Industries trading lower include Airlines, Energy Equipment & Services, and Consumer Finance. The VIX is up 0.38 at 41.20. The Dow fell 0.4%, the S&P rose 0.3%, and the Nasdaq rose 1.5%. Crude oil traded near $20 per barrel, while gold rose $11 to $1751 per ounce."
Analyst Report: Apple Inc,provide,"Apple manufactures Smartphones, tablets, PCs, software and peripherals for a worldwide customer base. Its products include Mac desktop and mobile PCs, iPhone, iPad, Apple Watch, and various consumer products, including AirPods, Beats headphones and Apple TV. Apple services include App Store, iTunes, iCloud, Apple TV+, Apple Arcade, Apple Music, Apple Pay, and more."
Market Digest: MRO,provide,"Stocks scored a win in the trading week ended March 27-- as in the best market week in 82 years, even as Friday of that week was a down day. The rally had some investors wondering if 'the low was in.' But in past big selloffs, the confirming low re-test has come months later."
German Stock Market,provide,"At the close in Frankfurt, Germany, the DAX 30 fell 2.43% to hit a new low in nearly a month, while the Mid Cap Index (MDAX) index fell 3.57% and the Technology Index (TecDAX) index fell 3.91%. The worst performers of the session were Delivery Hero AG (ETR:DHER), which lost 12.47% or 4.74 points to trade at 33.28. Top performers on the technology index (TecDAX) were Telefonica Deutschland Holding AG (ETR:O2Dn), up 1.02% to end at 2.77; Qiagen NV (ETR:QIA), down 0.33% to end at 42.22; United Internet AG (ETR:UTDI) fell 0.38% to trade at 28.70. The worst performing stocks CompuGroup Medical AG (ETR:COP1n) finally fell 8.34% to close at 39.76 in late trade; Nordex SE (ETR:NDXG) fell 7.88% to close at 9.26; in addition, Aixtron SE (ETR:AIXGn) fell 7.68% and closed at 23.67. On the Frankfurt Stock Exchange, 649 stocks fell, outnumbering gainers by 68, while 45 stocks were unchanged and unchanged. Gold futures August options contract prices fell 2.30% or 43.10 points to hit $1,832.40."
Qatar Energy Report,provide,"Qatar is currently one of the top three LNG exporters in the world, along with the United States and Australia. Qatar's energy minister Kaabi said the country would announce partners for another expansion project called North Field South by the end of the year. The project, which will increase Qatar's LNG production capacity to 126 million tonnes per year, is expected to be completed by 2027, Saad al Kaabi, Qatar's energy minister and head of Qatar Energy, revealed that another partner will be announced later this week. According to previous media reports, Exxon Mobil and ConocoPhillips are expected to win stakes, and Shell has also made a takeover offer. Total CEO Patrick Pouyanne said the agreement would strengthen Europe's energy security and help the continent achieve its long-term goal of reducing the use and use of coal. Pouyanne added: ""This is good news for the fight against climate change, as natural gas and LNG are key to supporting the energy transition."""
