entity,summary,subtract,sentiment
stock on Wall Street,"President Trump is preparing to announce new federal guidelines for reopening the pandemic-battered economy. Meanwhile, an additional 5.2 million people filed for unemployment benefits last week, bringing the total number to 22 million over just the past four weeks. Industries trading higher today include Multiline Retail, Biotechnology, and Internet & Direct Marketing Retail. Industries trading lower include Airlines, Energy Equipment & Services, and Consumer Finance. The VIX is up 0.38 at 41.20. The Dow fell 0.4%, the S&P rose 0.3%, and the Nasdaq rose 1.5%. Crude oil traded near $20 per barrel, while gold rose $11 to $1751 per ounce.","Stocks on Wall Street closed mixed on Friday, with the Dow Jones and S&P 500 indexes edging higher, but the VIX index fell back to its lowest level in more than a decade on concerns about the health of the US economy.",positive
US stock,"Stocks scored a win in the trading week ended March 27-- as in the best market week in 82 years, even as Friday of that week was a down day. The rally had some investors wondering if 'the low was in.' But in past big selloffs, the confirming low re-test has come months later.","Stocks in the US have seen their biggest one-day rise in more than a decade, despite fears of a global sell-off in the wake of the Federal Reserve's decision to raise interest rates and raise the prospect of a rate rise.",positive
Germany's benchmark ,"At the close in Frankfurt, Germany, the DAX 30 fell 2.43% to hit a new low in nearly a month, while the Mid Cap Index (MDAX) index fell 3.57% and the Technology Index (TecDAX) index fell 3.91%. The worst performers of the session were Delivery Hero AG (ETR:DHER), which lost 12.47% or 4.74 points to trade at 33.28. Top performers on the technology index (TecDAX) were Telefonica Deutschland Holding AG (ETR:O2Dn), up 1.02% to end at 2.77; Qiagen NV (ETR:QIA), down 0.33% to end at 42.22; United Internet AG (ETR:UTDI) fell 0.38% to trade at 28.70. The worst performing stocks CompuGroup Medical AG (ETR:COP1n) finally fell 8.34% to close at 39.76 in late trade; Nordex SE (ETR:NDXG) fell 7.88% to close at 9.26; in addition, Aixtron SE (ETR:AIXGn) fell 7.68% and closed at 23.67. On the Frankfurt Stock Exchange, 649 stocks fell, outnumbering gainers by 68, while 45 stocks were unchanged and unchanged. Gold futures August options contract prices fell 2.30% or 43.10 points to hit $1,832.40."," Germany's benchmark share index fell sharply in late trade on Tuesday, dragged down by a sharp fall in the technology sector and a sharp sell-off in the value of gold in the wake of the US's decision to raise interest rates.",negative
French energy,"Qatar is currently one of the top three LNG exporters in the world, along with the United States and Australia. Qatar's energy minister Kaabi said the country would announce partners for another expansion project called North Field South by the end of the year. The project, which will increase Qatar's LNG production capacity to 126 million tonnes per year, is expected to be completed by 2027, Saad al Kaabi, Qatar's energy minister and head of Qatar Energy, revealed that another partner will be announced later this week. According to previous media reports, Exxon Mobil and ConocoPhillips are expected to win stakes, and Shell has also made a takeover offer. Total CEO Patrick Pouyanne said the agreement would strengthen Europe's energy security and help the continent achieve its long-term goal of reducing the use and use of coal. Pouyanne added: ""This is good news for the fight against climate change, as natural gas and LNG are key to supporting the energy transition.""","French energy giant Total has agreed to buy a 20% stake in Qatar's liquified natural gas (LNG) project in the North Sea, which it described as a ""game-changer"" for the future of energy security in Europe.",positive
Magnum Opus,"Magnum Opus Acquisition was founded in 2021 and plans to list on the NYSE under the symbol OPA.U. The company filed confidentially on February 2, 2021. Credit Suisse is the sole bookrunner on the deal.The article Asia-based investment firm's SPAC Magnum Opus Acquisition files for a $200 million IPO originally appeared on IPO investment manager Renaissance Capital's web site renaissancecapital.com.The company is led by CEO and Chairman Jonathan Lin, President Frank Han, and CFO and Director Kevin Lee, the founders and Partners of L2 Capital, a private investment that aims to invest primarily in emerging industry leaders in the Greater China consumer and TMT sectors. The company plans to target businesses in the global consumer, technology, or media sectors with disruptive growth potential through the use of technology, focusing on those that can benefit from operations in Asia, with enterprise values between $700 million and $1.5 billion.","China-based technology firm Magnum Opus has filed for an initial public offering (IPO) on the New York Stock Exchange, raising up to $1.5bn (£1bn) in its first public offering in more than a decade.",positive
Gesher I Acquisition Corp,"Gesher I Acquisition Corp. is a Cayman Islands exempted company incorporated as a black check company for the purpose of entering into a merger, share exchange, asset acquisition, share purchase, recapitalization, reorganization or similar business combination with one or more businesses or entities, which we refer to as a “target business.” Our efforts to identify a prospective target business will not be limited to a particular industry or geographic region although we intend to initially focus on target businesses located in Israel, particularly those that conduct business internationally in Asia, Europe or North America. We do not have any specific business combination under consideration and we have not (nor has anyone on our behalf), directly or indirectly, contacted any prospective target business or had any substantive discussions, formal or otherwise, with respect to such a transaction with our company. If we are unable to consummate an initial business combination within 18 months from the closing of this offering, we will redeem 100% of the public shares for a pro rata portion of the trust account, equal to the aggregate amount then on deposit in the trust account including interest earned on the funds held in the trust account and not previously released to us to pay our tax obligations (less up to $50,000 of interest to pay liquidation expenses), divided by the number of then outstanding public shares, subject to applicable law and as further described herein.This is an initial public offering of our securities. Each unit that we are offering has a price of $10.00 and consists of one ordinary share and one-half of one warrant. Each whole warrant entitles the holder to purchase one ordinary share at a price of $11.50 per share. Each warrant will become exercisable 30 days after the completion of an initial business combination and will expire on the fifth anniversary of our completion of an initial business combination, or earlier upon redemption or liquidation. We have granted the underwriters a 45-day option to purchase up to an additional 1,500,000 units to cover over-allotments, if any.","Gesher I Acquisition Corp, a Cayman Islands-based company based in Tel Aviv, is offering up to $11.50 per share in a share offering on the New York Stock Exchange, subject to the approval of the underwriters.",negative
Innovative International Acquisition Corp,"Innovative International Acquisition Corp. is a blank check company incorporated as a Cayman Islands exempted company for the purpose of effecting a merger, share exchange, asset acquisition, share purchase, reorganization or similar business combination with one or more businesses, which we refer to throughout this prospectus as our initial business combination. We have not selected any specific business combination target and we have not, nor has anyone on our behalf, initiated any substantive discussions, directly or indirectly, with any business combination target.This is the initial public offering of our securities. Each unit has an offering price of $10.00 and consists of one Class A ordinary share and one-half of one redeemable warrant. Each whole warrant entitles the holder thereof to purchase one Class A ordinary share at a price of $11.50 per share, subject to adjustment, terms, and limitations as provided herein. No fractional warrants will be issued upon separation of the units and only whole warrants are exercisable and will trade. The warrants will become exercisable 30 days after the completion of our initial business combination and will expire five years after the completion of our initial business combination or earlier upon redemption or our liquidation, as described herein. We have also granted the underwriters a 45-day option to purchase up to an additional 3,000,000 units to cover over-allotments, if any.","Innovative International Acquisition Corp (IAC) has issued 10,000 new shares on the New York Stock Exchange in what is believed to be the first public offering of its kind in the United States since the end of the financial crisis in 2008.",positive
Alset Capital Acquisition,"Every investor in Alset Capital Acquisition Corp. (NASDAQ:ACAX) should be aware of the most powerful shareholder groups. Large companies usually have institutions as shareholders, and we usually see insiders owning shares in smaller companies. I quite like to see at least a little bit of insider ownership. As Charlie Munger said 'Show me the incentive and I will show you the outcome.As you can see, institutional investors have a fair amount of stake in Alset Capital Acquisition. This implies the analysts working for those institutions have looked at the stock and they like it. But just like anyone else, they could be wrong. It is not uncommon to see a big share price drop if two large institutional investors try to sell out of a stock at the same time. So it is worth checking the past earnings trajectory of Alset Capital Acquisition, (below). Of course, keep in mind that there are other factors to consider, too.","If you want to know what it feels like when two large institutional investors try to sell their shares in one of the biggest publicly listed companies in the world, you need to look at the history of Alset Capital Acquisition and what it looks like.",positive
HNRC,"HNRC will form a Special Purpose Acquisition Corporation with cash and securities for the acquisition of interests in Cunningham Energy with the purpose of acquiring, exploring, and producing oil and gas in the United States and Canada. The proposed investment is for up to USD $100,000,000 in cash and securities and subject to the competition of due diligence and financing. The parties are committed to closing the transaction on or before June 30, 2022.  Under the Letter of Intent additional future development funding for up to $600,000,000 from SPAC and PIPE follow on transactions are also planned.", The Highlands and Islands Oil and Gas Company (HNRC) has announced plans to acquire a Canadian oil and gas exploration and development company in a deal worth up to $2bn (Â£1.6bn) in cash and securities.,positive
HeartBeam,"HeartBeam, Inc. (NASDAQ: BEAT), a developmental stage digital healthcare company with a proprietary ECG telemedicine technology for heart attack detection, will present at the in-person LD Micro Invitational XII Conference being held at the Four Seasons in Westlake Village, CA on June 7 – 9, 2022.HeartBeam Chief Financial Officer Rick Brounstein, and Chief Business Officer Jon Hunt, PhD, will conduct 25-minute in-person one-on-one meetings and deliver the Company’s in-person presentation which can be viewed live and via replay at the webcast link below and will also be available on the HeartBeam investor relations website at ir.heartbeam.com.","Shares in tech start-up HeartBeam have jumped more than 20% after it announced that it would be taking part in a major technology conference in California in the next few months, in which it will present its first product to the public.",positive
Taboola,"Taboola (Nasdaq: TBLA), a global leader in powering recommendations for the open web, helping people discover things they may like, today announced it has entered into a definitive agreement to acquire Gravity R&D, a leading personalization technology company founded in data science.As part of the pending acquisition, Taboola will create and invest in a new research and development hub in Gravity R&D’s headquarters in Hungary. The acquisition is part of Taboola’s stated goal of investing $100 million annually into R&D.","Taboola, one of the world's leading internet search engines, has announced that it is buying a technology firm that specialises in personalised content for people to find online and find out about what they want to do in the social media world.",negative
Eurozone,"The eurozone is well placed to ride out market volatility and its economy will grow this year and next, the eurogroup president has said, denying that the currency union faces a crisis akin to the one a decade ago.Paschal Donohoe, Ireland’s finance minister and chief of the pan-eurozone group of finance ministers, said circumstances were “completely different from the kind of crisis environment” when the bloc was gripped by a spiralling sovereign debt sell-off in the early 2010s.Since its last debt crisis, the EU has bolstered bank regulation with a pan-European supervisor and crisis-fighting infrastructure for when lenders fail. The European Central Bank also has tools to buy government bonds and lawmakers have created a recovery fund backed by common debt."," The eurozone is in a ""fantastic position"" to avoid a repeat of the financial crisis that led to the collapse of the euro and the global financial crisis in 2008, according to the head of the European Union's finance ministers in Brussels.",positive
The US central bank ,"The already-slim odds of the Federal Reserve bringing down inflation without causing a painful economic downturn took another leg lower on Wednesday as the US central bank embraced what is set to be the most aggressive campaign to tighten monetary policy in decades.After approving the largest interest rate increase since 1994 — bringing the federal funds rate to a new target range of 1.50 per cent to 1.75 per cent — the Fed signalled the policy rate could rise well above 3 per cent by year-end, reaching a level that chair Jay Powell said was expected to be “modestly restrictive” on economic activity. More rate rises are also expected in 2023.The drastic measures reflect a heightened sense of panic that has recently enveloped the Fed as it grapples with the worst inflation in four decades and mounting evidence that the problem could get worse before it improves.", The US central bank has raised interest rates for the first time in more than a decade in a bid to rein in the country's flagging economy and stoke fears of a slowdown in the world's second-biggest economic recession in decades.,positive
UK consumer,"Retail is strongly represented in the earnings calendar this week. The headline act is Tesco, Britain’s biggest supermarket chain, with observers keen to hear more about how inflation is hitting household spending. However, just two months on from its full-year results, few expect the company to deviate from its cautious script that profits this year will be held back by the need to keep prices for shoppers in check.Among analysts’ comments, Barclays has forecast an overall decline of 1.8 per cent in the UK, with lower volumes partially offset by higher prices.","UK consumer spending is set to hit its lowest level in more than a decade, according to the latest figures from the Office for National Statistics (ONS) and the Bank of England's latest assessment of consumer spending in the wake of the Brexit vote.",positive
Bitcoin,"Bitcoin dropped below $20,000 for the first time since July last year while ether, the token linked to the Ethereum blockchain, fell to nearly $1,000.The declines mean Bitcoin has shed 70 per cent of its value since last autumn’s peak and is now trading below a widely followed market metric known as its “realised price” — the average paid by buyers for coins in circulation.The declines have deepened the crisis that has gripped digital asset markets in recent months as investors exit high-risk assets and some of the biggest players struggle to meet their promises of supercharged returns."," The value of the digital currency Bitcoin has fallen below the $20,000 mark for the first time in more than a year, according to the latest figures from the New York Stock Exchange and the US Department of Department of Technology (DoT).",positive
Nelson Peltz’s Trian Fund,"A London-listed fund linked to Nelson Peltz’s Trian Fund Management has come under pressure from a group of insurgent investors seeking to shake up its board “to improve governance and restore trust”.Peltz, known for waging campaigns against the management of companies including consumer goods group Unilever and asset manager Janus Henderson, has found himself the target of investors demanding changes at his Trian Investors 1 fund.A committee of investors — made up of asset managers Global Value Fund, Invesco, Janus Henderson Investors UK Limited and hedge fund Pelham Capital — has served notice to convene an extraordinary general meeting of its shareholders.It is seeking the removal of board members Chris Sherwell, Simon Holden and Anita Rival, and the nomination of two new directors: Robert Legget, who would be independent, and Miles Staude, a portfolio manager of the Global Value Fund and representative of the committee."," A hedge fund run by one of the world’s most prominent anti-austerity campaigners is facing a major shake-up in its board, reports BBC Radio 4's Victoria Derbyshire programme, which will be broadcast live on Monday.",positive
China's stock market,"New listings in China this year have raked in more than double the amount raised on Wall Street, after officials camped out at Shanghai’s stock exchange during the city’s strict lockdown to ensure a steady flow of deals.Total fundraising from initial public offerings in China has hit almost $35bn this year, compared with just $16bn on Wall Street, according to data from Dealogic.The strong showing for China’s IPO market came as authorities in Shanghai reacted swiftly after the city of 26mn entered a two-month lockdown, dispatching a squad of cadres to safeguard what is one of the most precious resources in China’s financial capital.As residents flooded social media with complaints about life under house arrest, China’s securities regulator sent officials to camp out at Shanghai’s stock exchange for the duration — by day, grilling listings applicants via videoconference before signing off on share sales, and by night sleeping on cots and inflatable mattresses, according to people familiar with the matter.The Shanghai Stock Exchange did not immediately respond to a request for comment.China’s equity fundraising haul, up 7 per cent from a year ago, puts the country at the top of global rankings and stands in stark contrast to the rest of the world, where IPO proceeds have fallen 80 per cent as the war in Ukraine, surging inflation and central bank rate rises have rattled markets and delayed companies’ plans to go public.Bankers said the rush of Chinese listings was driven in part by Beijing’s desire to achieve “technological self-reliance”, with a special focus on sectors considered vital to economic growth and competition with the west including renewables, semiconductors and other high-end manufacturing."," China's stock market has overtaken the US for the first time in more than a decade, raising more than $10bn (Â£6bn) in initial public offerings (IPO) in the past year, according to industry figures.",positive
new economic policy in china,"The policy disagreements within the Chinese government highlight the difficult choices it faces as it tries to shore up growth in the world’s second-largest economy while also pursuing a tough zero-Covid strategy and taming heavily indebted property developers.China’s gross domestic product was up 4.8 per cent year on year in the first quarter, but a 3.5 per cent fall in retail sales in March suggested anti-Covid controls were slowing an economy already suffering from real estate market woes. On Tuesday, state media reported that Xi called for accelerated investment in a wide range of critical infrastructure sectors but did not specify an amount or timeframe for the effort."," China's President Xi Jinping has set out a new economic policy aimed at reviving the world's second-biggest economy, but it is unclear if it will be able to keep up with the pace of growth in the rest of the world.",positive
TikTok,"TikTok influencers in the UK are dropping out of the company’s ecommerce programme, complaining of poor pay, long hours and promoting cheap products, in the latest signal that the company’s “livestream shopping” model is struggling to take off worldwide.The Chinese owner of the social media platform, ByteDance, launched “TikTop Shop” in the UK last year, its first market outside Asia. The feature is an effort to bring QVC-style shopping to its billion users worldwide. Brands and influencers broadcast live on the social media app, selling products through a clickable orange basket on the screen.","One of the world's most well-known online retailers has been hit by a fall-out from some of its top influencers, according to reports in the New York Times and China's Xinhua news agency. ""TikTop Shop"".",positive
Revlon,"As Revlon prepares to negotiate its restructuring after filing for bankruptcy last week, the American cosmetics group still does not know the identity of all its key creditors, a consequence of a bizarre banking mistake.In August 2020, Citigroup mistakenly used its own money to repay a $900mn term loan it administered on behalf of Revlon that was held by multiple asset management groups. Holders of $400mn of the loan quickly returned the erroneous payment. However, funds that owned $500mn of the loan, many furious with Revlon over a previous debt restructuring, kept the cash.In 2021, a federal judge in New York said those who held on to the repayment were legally entitled to do so. Citi appealed against the decision. With the higher court yet to render a final ruling, Revlon faces the possibility that the repaid lenders will be forced to give back the proceeds and become Revlon creditors again.","Revlon may be one of the biggest names in the history of the cosmetics company, but it is not the only one in the world that has been caught up in a financial muddled up in the wake of its failure to repay its debts.",negative
Pfizer,"Pfizer will sell down its stake in Haleon, its consumer health joint venture with GlaxoSmithKline, after a London listing planned for July 18.The US drugmaker has committed to selling its shares in a “disciplined manner” and has formed an “orderly marketing” agreement with GSK to ensure that the two sellers do not destabilise stock in the new independent company. There will be a lock-up period of several months.Albert Bourla, Pfizer’s chief executive, said the joint venture was “not strategic” for the drugmaker, but it is “very important that we create the best healthcare consumer company in the world”.","US drug giant Pfizer has agreed to sell its stake in a new health company in a bid to raise up to £1bn in its first public share sale in the UK in more than a decade, reports BBC Radio 4's economics programme.",positive
Iron,"Iron ore prices — which fell 5 per cent on Monday — are following the same downward trajectory, as demand from Chinese steel producers stumbles. That is bad news for top producers such as Rio Tinto and BHP.A global economic slowdown approaches. All eyes are on the Federal Reserve’s attempts to slow US growth. Yet the other industrial Goliath, China, has shown only faltering signs of recovery from persistent Covid-19 shutdowns. Its voracious economy usually consumes about half of global industrial metal supply and more than 70 per cent of the world’s iron ore. A weak domestic steel market hints of what to expect for China’s economy.Property, a pillar of its economy, eats up about 40 per cent of Chinese steel suply, say analysts at Liberum. Floor space both sold and newly started is dropping at double-digit rates year on year, not seen since the global financial crisis. With Beijing planning to curtail polluting output in the second half, steel customers have hoarded inventory, which now sits a quarter above the 10-year seasonal average.","For the second day in a row, the price of iron ore has fallen below $20 a barrel for the first time in more than a decade, dragged down by falling global prices and concerns over the health of the world's second largest economy.",positive
European Commission,"The EU will restart trade negotiations with India after a nearly 10-year pause as western countries try to woo New Delhi away from its historic ties with Russia.Valdis Dombrovskis, European Commission executive vice-president, said on Friday that talks between the EU and India would start at the end of June for agreements on trade, investment protection and other specific regional products known as “geographic indications”.“For the European Union, the partnership with India is one of the most important relationships for the upcoming decade,” Dombrovskis said, adding that the EU was targeting an “ambitious” timeline for the deal to be signed by the end of 2023.The EU has been seeking further co-operation with India since Ukraine’s invasion by Russia, with which India has had historically close ties. During a trip to India in April, commission president Ursula von der Leyen announced a new trade and technology council and the renewal of trade talks.In a joint press conference with Dombrovskis, India’s commerce minister Piyush Goyal said the talks heralded “less competition, more collaboration” and that they sent a strong signal in support of global trade."," The European Commission has said it hopes to sign a trade deal with India by the end of the year, in what it described as a ""significant step forward"" in the EU's efforts to strengthen ties with the world's second-largest economy.",positive
The Bank of Japan,"The Bank of Japan has renewed its pledge to keep bond yields at zero, sending the yen lower and widening the policy gap with other central banks that have raised interest rates to tame inflation.The BoJ’s decision to stick to its ultra-loose monetary policy exacerbates a global divergence in yields after the US Federal Reserve raised its main interest rate by 0.75 percentage points this week, prompting Switzerland and the UK to also increase rates.The BoJ on Friday kept overnight interest rates at minus 0.1 per cent. It said it would conduct daily purchases of 10-year bonds at a yield of 0.25 per cent, showing no willingness to let bonds trade in a wider band.The decision triggered a sharp dip in the yen to ¥134.63 against the dollar, extending what has been a phase of exceptionally volatile trading.The yen’s recent plunge to historic lows against the dollar has placed the central bank in an awkward position ahead of elections for Japan’s upper house of parliament in July.The BoJ believes that underlying demand in the economy remains too weak to tighten monetary policy. But the soaring price of imported goods has upset the public and is likely to feature prominently during the campaign.Core consumer prices, which exclude volatile food prices, have risen at their fastest pace in seven years, hitting the BoJ’s target with growth of 2.1 per cent in April.But there has almost been no follow-on from rising prices to higher wages. That has made the BoJ more confident than its counterparts in Europe and the US that the current bout of inflation will be transitory and that it needs to continue supporting the economy with monetary easing measures.", The yen has fallen to a fresh seven-year low against the dollar after the world's second-biggest central bank decided to keep interest rates on hold for a second time this year and raise rates for the first time in more than a decade.,positive
Ethiopia,"Ethiopia’s prime minister Abiy Ahmed said this month that his government would negotiate with fighters in the northern Tigray region to end a war that has not only unleashed human rights abuses and killed thousands of people but has also derailed one of Africa’s most promising economies.Until civil war broke out in November 2020, Ethiopia — Africa’s second-most populous country with 114mn people — had been regarded by development economists as a success story, albeit one engineered by an authoritarian government.In the 15 years to 2019, driven by investment in agriculture, industry and infrastructure, the economy grew on average 7 per cent annually per capita, according to World Bank data, one of the fastest rates in the world. Although it was still relatively poor, with a nominal per capita gross domestic product of roughly $950 in 2020, years of growth had put it on the cusp of lower middle-income status.“There’s no doubt that Ethiopia made tremendous gains through the development-state approach,” said Kingsley Amoako, former executive-secretary of the UN Economic Commission for Africa, referring to the country’s Asian-inspired state-led model.","Ethiopia's long-running civil war has been blamed by the UN for the country's poor performance in the 15 years since it emerged as one of the world's fastest-growing economies, according to a new report from the World Bank.",negative
New York Stock Exchange,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itself. For the First Trust Financials AlphaDEX Fund ETF (Symbol: FXO), we found that the implied analyst target price for the ETF based upon its underlying holdings is $51.27 per unit.With FXO trading at a recent price near $37.96 per unit, that means that analysts see 35.06% upside for this ETF looking through to the average analyst targets of the underlying holdings. ","For the first time in the history of the New York Stock Exchange, there has been a rise in the value of the UK's benchmark share index, the FTSE 100, in the wake of a sell-off in US stocks last week.",positive
US stock ,"The S&P 500 flirted with a bear market – or a 20% decline from its peak – for several months before finally succumbing on June 13. The Nasdaq Composite ( .IXIC ), for its part, fell into a bear market a while ago.Either way, 2022 has been a dismal year for equities with no clear end in sight. Bottoms are hard to call in real time anyway, and, besides, stocks can trade sideways for as long as they want to.And so if this is how things are going to continue, investors might want to bulk up on stocks that exhibit resiliency during protracted downturns.The best bear market stocks tend to be found in defensive sectors, such as consumer staples, utilities, healthcare and even some real estate equities. Furthermore, companies with long histories of dividend growth can offer ballast when seemingly everything is selling off. And, of course, low-volatility stocks with relatively low correlations to the broader market often hold up better in down markets."," It's been a rollercoaster year for US stock markets, with the S&P 500, the Dow Jones and the Nasdaq indexes all trading in negative territory for the first time in more than a decade in the wake of the 2008 financial crisis.",positive
Merck Sharp & Dohme,"Alibaba Group and Merck China announced a strategic cooperation. The two parties will jointly explore cooperation in a wide range of medical fields, including professional medical warehousing, cloud data storage for chronic disease management, and cloud computing services such as health data analysis. Medical warehousing and logistics is part of the national logistics system of Alibaba's Cainiao network. This cooperation has become an important step for Cainiao to build a pharmaceutical logistics system. Merck, known as Merck in the United States and Canada, is a century-old multinational pharmaceutical company. As a wholly-owned subsidiary of Merck in China, Merck China was established in 1992 and has now achieved a strategic layout of R&D, manufacturing and commercial operations in China. Both parties expressed their intention to cooperate in various aspects by combining Merck's advantages in the medical industry and Alibaba's platform technology advantages to jointly serve customers.","Alibaba Group and Merck China have reached a strategic cooperation, and the two parties will work together to explore cooperation in a wide range of medical fields.",negative
BlackRock,"BlackRock successfully launched the BlackRock Voting Choice program in October 2021, and the initial phase of BlackRock Voting Choice went live on January 1, 2022. This stage offers certain institutional clients, including pension funds, insurance companies and corporations that invest in many index strategies, more options on how to vote at shareholder meetings. These institutional clients invest through global segregated accounts and certain pooled funds managed by BlackRock in the United States and the United Kingdom. BlackRock clients have committed $530 billion (or a quarter of eligible assets) to vote their preferences through Voting Choice 4. In the five months since BlackRock launched the program, clients5 representing $120 billion in assets have chosen to vote on their preferences, enabling the convenience and efficiency of BlackRock's voting options. This is built on traditional customers ($410 billion in assets6) who always control their voting rights. BlackRock Voting Choice is available today for 100% of U.S. pension plans. In Europe and the UK, 80% of BlackRock's index equity assets (excluding ETFs) are eligible for BlackRock voting options.","BlackRock launched the BlackRock Vote Choice program, a phase that offers certain institutional clients, including pension funds, insurance companies and corporations, that invest in many index strategies. This builds on traditional customers who always control their voting power.",positive
BlackStone,"Shares of Blackstone Mortgage Trust, which yielded more than 2.48%, changed hands as low as $30.83 on the day. Dividends are especially important to investors because they have historically accounted for a sizable portion of the stock market's total return. For example, say you purchased shares in the iShares Russell 2000 ETF (IWV) on May 31, 3000 - you would pay $78.27 per share. Fast forward to 5/31/2012, and the share was worth $77.79 on that day, a loss of $0.48 or 0.6% over twelve years. But consider now that you've collected a whopping $10.77 per share in dividends over the same period, boosting your return to 13.15%. Even reinvesting the dividend would only amount to an average annual total return of about 1.0%; therefore, collecting a yield above 8% would appear quite attractive in comparison if that yield is sustainable. Blackstone Mortgage Trust is a member of the Russell 3000, giving it a special status as one of the 3,000 largest companies on the U.S. stock market.","Blackstone Mortgage Trust is a member of the Russell 3000 and its stock yields more than 2.48%,",positive
Estee Lauder,"Estee Lauder's financial report for the third quarter ended March 31, 2022 showed that net sales were US$4.25 billion (approximately RMB 28.293 billion), an increase of 10% from US$3.86 billion in the same period last year; net profit was 560 million USD, up 25% year-on-year. The overall performance did not meet market expectations. In terms of product types, net sales of skin care products and cosmetics were US$2.395 billion and US$1.114 billion, up 6% and 9% year-on-year, respectively; net sales of fragrance products and hair care products were US$579 million and 147 million, respectively. USD, up 28% and 15% year-on-year, respectively. Estee Lauder's Q3 earnings report revealed that net sales increased in every product category, with 11 brands contributing double-digit sales growth. Among them, the fragrance and hair care business segment achieved outstanding growth.",The Estée Lauder Companies recorded growth in sales across all products and performed well.,negative
Starbucks,"Rossann Williams, North American president of global coffee chain giant ""Starbucks"", will leave at the end of this month, the personnel announcement is the latest change under the leadership of interim CEO Howard Schultz. According to comprehensive media reports, Starbucks said Rossann Williams was offered another new role at the company, but Rossann Williams rejected the offer and decided to leave. Starbucks also said that Sara Trilling, president of Starbucks Asia Pacific, will take over from Rossann Williams on June 21 to lead the North American business. Rossann Williams has been with Starbucks since 2004 as Regional Vice President, working his way up to Executive Vice President for more than 17 years. Starbucks shares closed at $71.87 on the 17th, up 1.3%.","After 17 years in office, the head of Starbucks North America resigned at the end of July, and has not had a significant impact on Starbucks stock price.",positive
Telsa,"Elon Musk, the world's richest man, is not only the CEO of Tesla, an American electric car manufacturer. In order to fulfill his dream of space, Musk invested US$100 million (approximately NT$2.9 billion) as early as 2002. ) founded the American space exploration technology company SpaceX. Even if it has not yet been listed, the company's market value has reached 125 billion US dollars (about 3.7 trillion Taiwan dollars), surpassing the American financial technology start-up Stripe to become the most valuable start-up company in the United States. Since its inception, SpaceX's business has grown at an astonishing rate and is one of the world's centicorns. Its main investors include Google's parent company Alphabet, Fidelity Investments, etc. In recent years, with the influx of funds from SpaceX and the vigorous development of its spacecraft, satellite and other businesses, the company's market value has risen steadily even if it has not yet gone public.","Musk invested 100 million US dollars to establish SpaceX, an American space exploration technology company. Since its establishment, SpaceX's business has grown at an alarming rate. It is one of the world's centicorns. Many well-known companies have invested in it and have high development prospects. .",positive
